"first","cdindex","mktsize","N","M","p","cdid","obsweight","numlist","condition","localint","popular","basecond","pdif","conditiondif",
,,,,,10.5,34,1,33,3,1,0,5,7.54,-2,
,,,,,8.75,35,1,36,5,1,0,2,5.8,3,
,,,,,3.75,35,1,36,3,1,0,2,0.8,1,
,,,,,9.25,35,1,36,5,1,0,2,6.3,3,
,,,,,21.94,35,1,36,5,1,0,2,18.99,3,
,,,,,2.95,35,1,36,2,1,0,2,0,0,
,,,,,7.5,35,1,36,4,1,0,2,4.55,2,
,,,,,17,35,1,36,4,1,0,2,14.05,2,
,,,,,21.95,35,1,36,6,1,0,2,19,4,
,,,,,8.75,35,1,36,4,1,0,2,5.8,2,
,,,,,2.99,35,1,36,3,1,0,2,0.04,1,
,,,,,4.2,35,1,36,4,1,0,2,1.25,2,
,,,,,4.9,35,1,36,5,1,0,2,1.95,3,
,,,,,4.96,35,1,36,3,1,0,2,2.01,1,
,,,,,13.25,35,1,36,5,1,0,2,10.3,3,
,,,,,25,35,1,36,4,1,0,2,22.05,2,
,,,,,8.98,35,1,36,4,1,0,2,6.03,2,
,,,,,9.5,35,1,36,4,1,0,2,6.55,2,
,,,,,8.5,35,1,36,5,1,0,2,5.55,3,
,,,,,17,35,1,36,6,1,0,2,14.05,4,
,,,,,13.5,35,1,36,4,1,0,2,10.55,2,
,,,,,9,35,1,36,5,1,0,2,6.05,3,
,,,,,22.5,35,1,36,5,1,0,2,19.55,3,
,,,,,5.43,35,1,36,6,1,0,2,2.48,4,
,,,,,28,35,1,36,4,1,0,2,25.05,2,
,,,,,3.5,35,1,36,3,1,0,2,0.55,1,
,,,,,3.5,35,1,36,4,1,0,2,0.55,2,
,,,,,27.5,35,1,36,6,1,0,2,24.55,4,
,,,,,11.99,35,1,36,5,1,0,2,9.04,3,
,,,,,8,35,1,36,5,1,0,2,5.05,3,
,,,,,18.97,35,1,36,5,1,0,2,16.02,3,
,,,,,10,35,1,36,4,1,0,2,7.05,2,
,,,,,6.75,35,1,36,5,1,0,2,3.8,3,
,,,,,7.75,35,1,36,5,1,0,2,4.8,3,
,,,,,7.5,35,1,36,5,1,0,2,4.55,3,
,,,,,18,35,1,36,3,1,0,2,15.05,1,
,,,,,11.19,35,1,36,5,1,0,2,8.24,3,
,,,,,20.94,36,1,8,6,1,0,5,17.55,1,
,,,,,4.93,36,1,8,5,1,0,5,1.54,0,
,,,,,3.39,36,1,8,5,1,0,5,0,0,
,,,,,20.48,36,1,8,6,1,0,5,17.09,1,
,,,,,7.06,36,1,8,6,1,0,5,3.67,1,
,,,,,7.06,36,1,8,6,1,0,5,3.67,1,
,,,,,10.82,36,1,8,6,1,0,5,7.43,1,
,,,,,5.38,36,1,8,5,1,0,5,1.99,0,
,,,,,30.5,37,1,2,4,1,0,4,4,0,
,,,,,26.5,37,1,2,4,1,0,4,0,0,
,,,,,11.5,39,1,19,4,1,0,3,2.23,1,
,,,,,33.86,39,1,19,6,1,0,3,24.59,3,
,,,,,15.49,39,1,19,3,1,0,3,6.22,0,
,,,,,32.86,39,1,19,6,1,0,3,23.59,3,
,,,,,31.63,39,1,19,6,1,0,3,22.36,3,
,,,,,36.12,39,1,19,6,1,0,3,26.85,3,
,,,,,21,39,1,19,4,1,0,3,11.73,1,
,,,,,16.95,39,1,19,3,1,0,3,7.68,0,
,,,,,39,39,1,19,5,1,0,3,29.73,2,
,,,,,31.5,39,1,19,5,1,0,3,22.23,2,
,,,,,30.5,39,1,19,5,1,0,3,21.23,2,
,,,,,14,39,1,19,4,1,0,3,4.73,1,
,,,,,46.45,39,1,19,5,1,0,3,37.18,2,
,,,,,21.95,39,1,19,3,1,0,3,12.68,0,
,,,,,9.27,39,1,19,3,1,0,3,0,0,
,,,,,19,39,1,19,3,1,0,3,9.73,0,
,,,,,46.94,39,1,19,4,1,0,3,37.67,1,
,,,,,17.5,39,1,19,4,1,0,3,8.23,1,
,,,,,47,39,1,19,4,1,0,3,37.73,1,
,,,,,20.75,40,1,37,4,1,0,3,17.25,1,
,,,,,12,40,1,37,3,1,0,3,8.5,0,
,,,,,10,40,1,37,4,1,0,3,6.5,1,
,,,,,10.5,40,1,37,4,1,0,3,7,1,
,,,,,22.45,40,1,37,4,1,0,3,18.95,1,
,,,,,9.49,40,1,37,4,1,0,3,5.99,1,
,,,,,20.63,40,1,37,5,1,0,3,17.13,2,
,,,,,14,40,1,37,4,1,0,3,10.5,1,
,,,,,17,40,1,37,4,1,0,3,13.5,1,
,,,,,9.5,40,1,37,4,1,0,3,6,1,
,,,,,4,40,1,37,5,1,0,3,0.5,2,
,,,,,13.75,40,1,37,3,1,0,3,10.25,0,
,,,,,7.49,40,1,37,4,1,0,3,3.99,1,
,,,,,9,40,1,37,4,1,0,3,5.5,1,
,,,,,10.5,40,1,37,4,1,0,3,7,1,
,,,,,9.99,40,1,37,4,1,0,3,6.49,1,
,,,,,17,40,1,37,3,1,0,3,13.5,0,
,,,,,11.5,40,1,37,4,1,0,3,8,1,
,,,,,7,40,1,37,4,1,0,3,3.5,1,
,,,,,25,40,1,37,4,1,0,3,21.5,1,
,,,,,9,40,1,37,2,1,0,3,5.5,-1,
,,,,,10.5,40,1,37,1,1,0,3,7,-2,
,,,,,15,40,1,37,3,1,0,3,11.5,0,
,,,,,19,40,1,37,1,1,0,3,15.5,-2,
,,,,,44.64,40,1,37,5,1,0,3,41.14,2,
,,,,,17.5,40,1,37,3,1,0,3,14,0,
,,,,,10.45,40,1,37,3,1,0,3,6.95,0,
,,,,,4.58,40,1,37,1,1,0,3,1.08,-2,
,,,,,7.44,40,1,37,1,1,0,3,3.94,-2,
,,,,,13,40,1,37,4,1,0,3,9.5,1,
,,,,,5.5,40,1,37,3,1,0,3,2,0,
,,,,,5.75,40,1,37,4,1,0,3,2.25,1,
,,,,,10,40,1,37,3,1,0,3,6.5,0,
,,,,,13,40,1,37,4,1,0,3,9.5,1,
,,,,,6,40,1,37,4,1,0,3,2.5,1,
,,,,,8,40,1,37,4,1,0,3,4.5,1,
,,,,,3.5,40,1,37,3,1,0,3,0,0,
,,,,,17.75,41,1,25,4,1,0,4,11.75,0,
,,,,,11.5,41,1,25,4,1,0,4,5.5,0,
,,,,,14,41,1,25,4,1,0,4,8,0,
,,,,,11.5,41,1,25,3,1,0,4,5.5,-1,
,,,,,19.5,41,1,25,5,1,0,4,13.5,1,
,,,,,6,41,1,25,4,1,0,4,0,0,
,,,,,12,41,1,25,3,1,0,4,6,-1,
,,,,,10.5,41,1,25,3,1,0,4,4.5,-1,
,,,,,11.5,41,1,25,4,1,0,4,5.5,0,
,,,,,14.25,41,1,25,3,1,0,4,8.25,-1,
,,,,,7,41,1,25,2,1,0,4,1,-2,
,,,,,27,41,1,25,4,1,0,4,21,0,
,,,,,15.94,41,1,25,4,1,0,4,9.94,0,
,,,,,16.75,41,1,25,4,1,0,4,10.75,0,
,,,,,20.5,41,1,25,5,1,0,4,14.5,1,
,,,,,11,41,1,25,4,1,0,4,5,0,
,,,,,6.5,41,1,25,3,1,0,4,0.5,-1,
,,,,,20,41,1,25,4,1,0,4,14,0,
,,,,,12,41,1,25,5,1,0,4,6,1,
,,,,,6.99,41,1,25,4,1,0,4,0.99,0,
,,,,,16,41,1,25,3,1,0,4,10,-1,
,,,,,38,41,1,25,4,1,0,4,32,0,
,,,,,6.25,41,1,25,3,1,0,4,0.25,-1,
,,,,,9.49,41,1,25,3,1,0,4,3.49,-1,
,,,,,9.5,41,1,25,3,1,0,4,3.5,-1,
,,,,,17,45,1,13,2,1,0,4,5.25,-2,
,,,,,11.75,45,1,13,4,1,0,4,0,0,
,,,,,35.21,45,1,13,6,1,0,4,23.46,2,
,,,,,35.89,45,1,13,6,1,0,4,24.14,2,
,,,,,37.5,45,1,13,3,1,0,4,25.75,-1,
,,,,,37.5,45,1,13,6,1,0,4,25.75,2,
,,,,,38.2,45,1,13,6,1,0,4,26.45,2,
,,,,,46.5,45,1,13,4,1,0,4,34.75,0,
,,,,,36.5,45,1,13,3,1,0,4,24.75,-1,
,,,,,41.75,45,1,13,4,1,0,4,30,0,
,,,,,38.5,45,1,13,3,1,0,4,26.75,-1,
,,,,,33.88,45,1,13,4,1,0,4,22.13,0,
,,,,,23.99,45,1,13,3,1,0,4,12.24,-1,
,,,,,20.5,46,1,2,4,1,0,5,1.5,-1,
,,,,,19,46,1,2,5,1,0,5,0,0,
,,,,,27,48,1,15,3,1,0,3,14,0,
,,,,,26.64,48,1,15,4,1,0,3,13.64,1,
,,,,,27,48,1,15,4,1,0,3,14,1,
,,,,,27.7,48,1,15,3,1,0,3,14.7,0,
,,,,,20.5,48,1,15,4,1,0,3,7.5,1,
,,,,,26,48,1,15,3,1,0,3,13,0,
,,,,,36.75,48,1,15,4,1,0,3,23.75,1,
,,,,,21.5,48,1,15,3,1,0,3,8.5,0,
,,,,,22.5,48,1,15,4,1,0,3,9.5,1,
,,,,,16.99,48,1,15,1,1,0,3,3.99,-2,
,,,,,41,48,1,15,2,1,0,3,28,-1,
,,,,,43,48,1,15,1,1,0,3,30,-2,
,,,,,41.94,48,1,15,4,1,0,3,28.94,1,
,,,,,27,48,1,15,3,1,0,3,14,0,
,,,,,13,48,1,15,3,1,0,3,0,0,
,,,,,11.5,49,1,13,4,1,0,4,5.5,0,
,,,,,11.73,49,1,13,4,1,0,4,5.73,0,
,,,,,7,49,1,13,4,1,0,4,1,0,
,,,,,10.5,49,1,13,4,1,0,4,4.5,0,
,,,,,6.17,49,1,13,6,1,0,4,0.17,2,
,,,,,6.17,49,1,13,5,1,0,4,0.17,1,
,,,,,26.5,49,1,13,5,1,0,4,20.5,1,
,,,,,21,49,1,13,5,1,0,4,15,1,
,,,,,47.5,49,1,13,6,1,0,4,41.5,2,
,,,,,6.05,49,1,13,6,1,0,4,0.05,2,
,,,,,6,49,1,13,4,1,0,4,0,0,
,,,,,21.97,49,1,13,5,1,0,4,15.97,1,
,,,,,10,49,1,13,5,1,0,4,4,1,
,,,,,8.75,50,1,29,5,1,0,3,5.8,2,
,,,,,5.84,50,1,29,6,1,0,3,2.89,3,
,,,,,7.9,50,1,29,4,1,0,3,4.95,1,
,,,,,2.95,50,1,29,3,1,0,3,0,0,
,,,,,4.99,50,1,29,3,1,0,3,2.04,0,
,,,,,37.5,50,1,29,1,1,0,3,34.55,-2,
,,,,,2.95,50,1,29,3,1,0,3,0,0,
,,,,,3.98,50,1,29,4,1,0,3,1.03,1,
,,,,,8,50,1,29,4,1,0,3,5.05,1,
,,,,,10,50,1,29,3,1,0,3,7.05,0,
,,,,,16.95,50,1,29,6,1,0,3,14,3,
,,,,,2.95,50,1,29,3,1,0,3,0,0,
,,,,,11.99,50,1,29,5,1,0,3,9.04,2,
,,,,,14.7,50,1,29,4,1,0,3,11.75,1,
,,,,,5,50,1,29,6,1,0,3,2.05,3,
,,,,,13,50,1,29,6,1,0,3,10.05,3,
,,,,,2.95,50,1,29,3,1,0,3,0,0,
,,,,,4.99,50,1,29,4,1,0,3,2.04,1,
,,,,,13.5,50,1,29,5,1,0,3,10.55,2,
,,,,,2.95,50,1,29,3,1,0,3,0,0,
,,,,,10.99,50,1,29,1,1,0,3,8.04,-2,
,,,,,26.49,50,1,29,5,1,0,3,23.54,2,
,,,,,5.9,50,1,29,6,1,0,3,2.95,3,
,,,,,4.71,50,1,29,4,1,0,3,1.76,1,
,,,,,5.64,50,1,29,5,1,0,3,2.69,2,
,,,,,13.5,50,1,29,5,1,0,3,10.55,2,
,,,,,17.5,50,1,29,5,1,0,3,14.55,2,
,,,,,10.34,50,1,29,6,1,0,3,7.39,3,
,,,,,2.95,50,1,29,3,1,0,3,0,0,
,,,,,32,51,1,10,3,1,0,3,16,0,
,,,,,16,51,1,10,3,1,0,3,0,0,
,,,,,47.5,51,1,10,3,1,0,3,31.5,0,
,,,,,36.5,51,1,10,3,1,0,3,20.5,0,
,,,,,41.75,51,1,10,3,1,0,3,25.75,0,
,,,,,21.75,51,1,10,3,1,0,3,5.75,0,
,,,,,31.75,51,1,10,3,1,0,3,15.75,0,
,,,,,46.5,51,1,10,1,1,0,3,30.5,-2,
,,,,,37,51,1,10,3,1,0,3,21,0,
,,,,,39,51,1,10,4,1,0,3,23,1,
,,,,,22,55,1,2,3,1,0,3,0,0,
,,,,,38,55,1,2,4,1,0,3,16,1,
,,,,,23.75,57,1,2,4,1,0,4,0,0,
,,,,,28,57,1,2,4,1,0,4,4.25,0,
,,,,,32.25,60,1,7,4,1,0,4,18.25,0,
,,,,,26.5,60,1,7,4,1,0,4,12.5,0,
,,,,,27,60,1,7,4,1,0,4,13,0,
,,,,,33.21,60,1,7,4,1,0,4,19.21,0,
,,,,,14,60,1,7,4,1,0,4,0,0,
,,,,,25.45,60,1,7,3,1,0,4,11.45,-1,
,,,,,32.9,60,1,7,5,1,0,4,18.9,1,
,,,,,3.5,62,1,2,4,1,0,4,0,0,
,,,,,10.05,62,1,2,5,1,0,4,6.55,1,
,,,,,11.95,63,1,23,4,0,0,4,5.95,0,
,,,,,7.27,63,1,23,3,0,0,4,1.27,-1,
,,,,,8.24,63,1,23,3,0,0,4,2.24,-1,
,,,,,13.75,63,1,23,4,0,0,4,7.75,0,
,,,,,17,63,1,23,4,0,0,4,11,0,
,,,,,21,63,1,23,5,0,0,4,15,1,
,,,,,16,63,1,23,5,0,0,4,10,1,
,,,,,6,63,1,23,4,0,0,4,0,0,
,,,,,12,63,1,23,4,0,0,4,6,0,
,,,,,7.5,63,1,23,4,0,0,4,1.5,0,
,,,,,9,63,1,23,5,0,0,4,3,1,
,,,,,8.99,63,1,23,4,0,0,4,2.99,0,
,,,,,32.5,63,1,23,4,0,0,4,26.5,0,
,,,,,16.5,63,1,23,4,0,0,4,10.5,0,
,,,,,15,63,1,23,4,0,0,4,9,0,
,,,,,17,63,1,23,4,0,0,4,11,0,
,,,,,8.45,63,1,23,5,0,0,4,2.45,1,
,,,,,8,63,1,23,3,0,0,4,2,-1,
,,,,,10,63,1,23,4,0,0,4,4,0,
,,,,,17.5,63,1,23,4,0,0,4,11.5,0,
,,,,,16.9,63,1,23,4,0,0,4,10.9,0,
,,,,,16.9,63,1,23,4,0,0,4,10.9,0,
,,,,,16.9,63,1,23,4,0,0,4,10.9,0,
,,,,,15.5,64,1,24,4,1,0,2,10.5,2,
,,,,,16.95,64,1,24,5,1,0,2,11.95,3,
,,,,,37.5,64,1,24,5,1,0,2,32.5,3,
,,,,,10.45,64,1,24,4,1,0,2,5.45,2,
,,,,,6,64,1,24,4,1,0,2,1,2,
,,,,,21.5,64,1,24,6,1,0,2,16.5,4,
,,,,,11.05,64,1,24,5,1,0,2,6.05,3,
,,,,,17.5,64,1,24,4,1,0,2,12.5,2,
,,,,,11.5,64,1,24,4,1,0,2,6.5,2,
,,,,,21.5,64,1,24,1,1,0,2,16.5,-1,
,,,,,22.5,64,1,24,5,1,0,2,17.5,3,
,,,,,29,64,1,24,4,1,0,2,24,2,
,,,,,23.84,64,1,24,5,1,0,2,18.84,3,
,,,,,22,64,1,24,5,1,0,2,17,3,
,,,,,8.75,64,1,24,4,1,0,2,3.75,2,
,,,,,6.49,64,1,24,1,1,0,2,1.49,-1,
,,,,,17,64,1,24,5,1,0,2,12,3,
,,,,,8.49,64,1,24,4,1,0,2,3.49,2,
,,,,,14.25,64,1,24,4,1,0,2,9.25,2,
,,,,,7.75,64,1,24,4,1,0,2,2.75,2,
,,,,,8.45,64,1,24,3,1,0,2,3.45,1,
,,,,,12,64,1,24,4,1,0,2,7,2,
,,,,,10,64,1,24,4,1,0,2,5,2,
,,,,,5,64,1,24,2,1,0,2,0,0,
,,,,,30.62,65,1,3,3,1,0,3,0,0,
,,,,,39.16,65,1,3,4,1,0,3,8.54,1,
,,,,,45.5,65,1,3,4,1,0,3,14.88,1,
,,,,,8.75,66,1,13,4,1,0,3,4.25,1,
,,,,,8.95,66,1,13,3,1,0,3,4.45,0,
,,,,,4.9,66,1,13,3,1,0,3,0.4,0,
,,,,,12.5,66,1,13,2,1,0,3,8,-1,
,,,,,6.95,66,1,13,3,1,0,3,2.45,0,
,,,,,8.83,66,1,13,3,1,0,3,4.33,0,
,,,,,20.75,66,1,13,3,1,0,3,16.25,0,
,,,,,7.5,66,1,13,3,1,0,3,3,0,
,,,,,4.5,66,1,13,3,1,0,3,0,0,
,,,,,6,66,1,13,3,1,0,3,1.5,0,
,,,,,9.5,66,1,13,5,1,0,3,5,2,
,,,,,5,66,1,13,3,1,0,3,0.5,0,
,,,,,6.98,66,1,13,4,1,0,3,2.48,1,
,,,,,16.25,67,1,16,4,1,0,4,10.23,0,
,,,,,14.75,67,1,16,6,1,0,4,8.73,2,
,,,,,16.45,67,1,16,1,1,0,4,10.43,-3,
,,,,,9.5,67,1,16,5,1,0,4,3.48,1,
,,,,,6.85,67,1,16,4,1,0,4,0.83,0,
,,,,,11.91,67,1,16,6,1,0,4,5.89,2,
,,,,,10.99,67,1,16,4,1,0,4,4.97,0,
,,,,,11.16,67,1,16,6,1,0,4,5.14,2,
,,,,,13.5,67,1,16,5,1,0,4,7.48,1,
,,,,,10.95,67,1,16,6,1,0,4,4.93,2,
,,,,,6.02,67,1,16,4,1,0,4,0,0,
,,,,,9.74,67,1,16,4,1,0,4,3.72,0,
,,,,,7.02,67,1,16,4,1,0,4,1,0,
,,,,,22.7,67,1,16,5,1,0,4,16.68,1,
,,,,,18.95,67,1,16,2,1,0,4,12.93,-2,
,,,,,8,67,1,16,2,1,0,4,1.98,-2,
,,,,,8.35,69,1,16,4,1,0,1,4.35,3,
,,,,,16.5,69,1,16,5,1,0,1,12.5,4,
,,,,,13.99,69,1,16,4,1,0,1,9.99,3,
,,,,,16.5,69,1,16,2,1,0,1,12.5,1,
,,,,,4,69,1,16,1,1,0,1,0,0,
,,,,,10,69,1,16,4,1,0,1,6,3,
,,,,,9.24,69,1,16,3,1,0,1,5.24,2,
,,,,,21.5,69,1,16,4,1,0,1,17.5,3,
,,,,,10,69,1,16,5,1,0,1,6,4,
,,,,,24.7,69,1,16,4,1,0,1,20.7,3,
,,,,,19.95,69,1,16,3,1,0,1,15.95,2,
,,,,,11.5,69,1,16,4,1,0,1,7.5,3,
,,,,,7,69,1,16,4,1,0,1,3,3,
,,,,,6.9,69,1,16,3,1,0,1,2.9,2,
,,,,,11,69,1,16,3,1,0,1,7,2,
,,,,,14.4,69,1,16,4,1,0,1,10.4,3,
,,,,,41.5,73,1,7,5,1,0,4,23.5,1,
,,,,,31.5,73,1,7,5,1,0,4,13.5,1,
,,,,,18,73,1,7,4,1,0,4,0,0,
,,,,,26.45,73,1,7,5,1,0,4,8.45,1,
,,,,,18.75,73,1,7,4,1,0,4,0.75,0,
,,,,,24.75,73,1,7,5,1,0,4,6.75,1,
,,,,,25.5,73,1,7,5,1,0,4,7.5,1,
,,,,,24.4,75,1,3,4,1,0,5,2.5,-1,
,,,,,21.9,75,1,3,5,1,0,5,0,0,
,,,,,31.95,75,1,3,5,1,0,5,10.05,0,
,,,,,16.25,76,1,7,5,1,0,4,3.3,1,
,,,,,20,76,1,7,5,1,0,4,7.05,1,
,,,,,47.97,76,1,7,5,1,0,4,35.02,1,
,,,,,12.95,76,1,7,4,1,0,4,0,0,
,,,,,16.95,76,1,7,4,1,0,4,4,0,
,,,,,14.8,76,1,7,3,1,0,4,1.85,-1,
,,,,,21,76,1,7,5,1,0,4,8.05,1,
,,,,,7,77,1,5,4,1,0,4,0,0,
,,,,,7.48,77,1,5,4,1,0,4,0.48,0,
,,,,,15,77,1,5,5,1,0,4,8,1,
,,,,,10.75,77,1,5,6,1,0,4,3.75,2,
,,,,,8.15,77,1,5,5,1,0,4,1.15,1,
,,,,,22.5,78,1,41,5,1,0,3,19.55,2,
,,,,,2.99,78,1,41,2,1,0,3,0.04,-1,
,,,,,8.95,78,1,41,5,1,0,3,6,2,
,,,,,11.75,78,1,41,6,1,0,3,8.8,3,
,,,,,17,78,1,41,4,1,0,3,14.05,1,
,,,,,11.95,78,1,41,4,1,0,3,9,1,
,,,,,2.95,78,1,41,3,1,0,3,0,0,
,,,,,26.25,78,1,41,6,1,0,3,23.3,3,
,,,,,26.5,78,1,41,5,1,0,3,23.55,2,
,,,,,32.5,78,1,41,5,1,0,3,29.55,2,
,,,,,14.5,78,1,41,4,1,0,3,11.55,1,
,,,,,17.5,78,1,41,4,1,0,3,14.55,1,
,,,,,2.99,78,1,41,3,1,0,3,0.04,0,
,,,,,2.99,78,1,41,3,1,0,3,0.04,0,
,,,,,18.45,78,1,41,5,1,0,3,15.5,2,
,,,,,22,78,1,41,5,1,0,3,19.05,2,
,,,,,16,78,1,41,4,1,0,3,13.05,1,
,,,,,17.5,78,1,41,4,1,0,3,14.55,1,
,,,,,14.49,78,1,41,4,1,0,3,11.54,1,
,,,,,12,78,1,41,3,1,0,3,9.05,0,
,,,,,15,78,1,41,3,1,0,3,12.05,0,
,,,,,26,78,1,41,5,1,0,3,23.05,2,
,,,,,17,78,1,41,5,1,0,3,14.05,2,
,,,,,15.5,78,1,41,4,1,0,3,12.55,1,
,,,,,26.5,78,1,41,4,1,0,3,23.55,1,
,,,,,5.43,78,1,41,3,1,0,3,2.48,0,
,,,,,5.43,78,1,41,2,1,0,3,2.48,-1,
,,,,,12.44,78,1,41,1,1,0,3,9.49,-2,
,,,,,14.49,78,1,41,1,1,0,3,11.54,-2,
,,,,,16.5,78,1,41,4,1,0,3,13.55,1,
,,,,,8,78,1,41,5,1,0,3,5.05,2,
,,,,,16.95,78,1,41,5,1,0,3,14,2,
,,,,,11.95,78,1,41,4,1,0,3,9,1,
,,,,,20.84,78,1,41,5,1,0,3,17.89,2,
,,,,,21.75,78,1,41,4,1,0,3,18.8,1,
,,,,,11.95,78,1,41,5,1,0,3,9,2,
,,,,,12,78,1,41,3,1,0,3,9.05,0,
,,,,,8.25,78,1,41,4,1,0,3,5.3,1,
,,,,,7.7,78,1,41,3,1,0,3,4.75,0,
,,,,,15.41,78,1,41,3,1,0,3,12.46,0,
,,,,,37,78,1,41,5,1,0,3,34.05,2,
,,,,,17,79,1,8,3,1,0,3,0.76,0,
,,,,,29.5,79,1,8,4,1,0,3,13.26,1,
,,,,,45.25,79,1,8,4,1,0,3,29.01,1,
,,,,,26.99,79,1,8,4,1,0,3,10.75,1,
,,,,,16.24,79,1,8,3,1,0,3,0,0,
,,,,,16.99,79,1,8,4,1,0,3,0.75,1,
,,,,,38,79,1,8,3,1,0,3,21.76,0,
,,,,,17.5,79,1,8,4,1,0,3,1.26,1,
,,,,,20.5,80,1,12,5,1,0,4,4.51,1,
,,,,,16.5,80,1,12,3,1,0,4,0.51,-1,
,,,,,25.95,80,1,12,3,1,0,4,9.96,-1,
,,,,,35.95,80,1,12,4,1,0,4,19.96,0,
,,,,,19.38,80,1,12,4,1,0,4,3.39,0,
,,,,,32.25,80,1,12,4,1,0,4,16.26,0,
,,,,,15.99,80,1,12,4,1,0,4,0,0,
,,,,,39,80,1,12,4,1,0,4,23.01,0,
,,,,,27,80,1,12,5,1,0,4,11.01,1,
,,,,,20.95,80,1,12,4,1,0,4,4.96,0,
,,,,,26.5,80,1,12,5,1,0,4,10.51,1,
,,,,,22.5,80,1,12,4,1,0,4,6.51,0,
,,,,,19.45,82,1,10,6,1,0,6,17.22,0,
,,,,,6.99,82,1,10,6,1,0,6,4.76,0,
,,,,,3.5,82,1,10,5,1,0,6,1.27,-1,
,,,,,2.5,82,1,10,5,1,0,6,0.27,-1,
,,,,,2.23,82,1,10,6,1,0,6,0,0,
,,,,,22.45,82,1,10,6,1,0,6,20.22,0,
,,,,,2.95,82,1,10,4,1,0,6,0.72,-2,
,,,,,8.95,82,1,10,5,1,0,6,6.72,-1,
,,,,,6.97,82,1,10,6,1,0,6,4.74,0,
,,,,,4.71,82,1,10,4,1,0,6,2.48,-2,
,,,,,10.75,83,1,25,5,1,0,1,5.3,4,
,,,,,5.95,83,1,25,5,1,0,1,0.5,4,
,,,,,11.5,83,1,25,5,1,0,1,6.05,4,
,,,,,5.45,83,1,25,1,1,0,1,0,0,
,,,,,10.65,83,1,25,4,1,0,1,5.2,3,
,,,,,7,83,1,25,4,1,0,1,1.55,3,
,,,,,24,83,1,25,5,1,0,1,18.55,4,
,,,,,5.63,83,1,25,4,1,0,1,0.18,3,
,,,,,6.72,83,1,25,3,1,0,1,1.27,2,
,,,,,7,83,1,25,6,1,0,1,1.55,5,
,,,,,7,83,1,25,6,1,0,1,1.55,5,
,,,,,7,83,1,25,6,1,0,1,1.55,5,
,,,,,7,83,1,25,6,1,0,1,1.55,5,
,,,,,7,83,1,25,6,1,0,1,1.55,5,
,,,,,7,83,1,25,6,1,0,1,1.55,5,
,,,,,7,83,1,25,6,1,0,1,1.55,5,
,,,,,5.78,83,1,25,4,1,0,1,0.33,3,
,,,,,9,83,1,25,3,1,0,1,3.55,2,
,,,,,9,83,1,25,5,1,0,1,3.55,4,
,,,,,11,83,1,25,5,1,0,1,5.55,4,
,,,,,13.5,83,1,25,5,1,0,1,8.05,4,
,,,,,5.87,83,1,25,3,1,0,1,0.42,2,
,,,,,11.95,83,1,25,5,1,0,1,6.5,4,
,,,,,6.99,83,1,25,5,1,0,1,1.54,4,
,,,,,13.5,83,1,25,4,1,0,1,8.05,3,
,,,,,18.95,84,1,5,4,1,0,6,7.05,-2,
,,,,,11.9,84,1,5,6,1,0,6,0,0,
,,,,,21,84,1,5,6,1,0,6,9.1,0,
,,,,,24,84,1,5,5,1,0,6,12.1,-1,
,,,,,37.73,84,1,5,6,1,0,6,25.83,0,
,,,,,8.75,85,1,29,5,1,0,3,5.8,2,
,,,,,5.84,85,1,29,6,1,0,3,2.89,3,
,,,,,7.9,85,1,29,4,1,0,3,4.95,1,
,,,,,2.95,85,1,29,3,1,0,3,0,0,
,,,,,4.99,85,1,29,3,1,0,3,2.04,0,
,,,,,37.5,85,1,29,5,1,0,3,34.55,2,
,,,,,2.95,85,1,29,3,1,0,3,0,0,
,,,,,3.98,85,1,29,4,1,0,3,1.03,1,
,,,,,8,85,1,29,4,1,0,3,5.05,1,
,,,,,10,85,1,29,3,1,0,3,7.05,0,
,,,,,16.95,85,1,29,6,1,0,3,14,3,
,,,,,2.95,85,1,29,3,1,0,3,0,0,
,,,,,11.99,85,1,29,5,1,0,3,9.04,2,
,,,,,14.7,85,1,29,4,1,0,3,11.75,1,
,,,,,5,85,1,29,6,1,0,3,2.05,3,
,,,,,13,85,1,29,6,1,0,3,10.05,3,
,,,,,2.95,85,1,29,3,1,0,3,0,0,
,,,,,4.99,85,1,29,4,1,0,3,2.04,1,
,,,,,13.5,85,1,29,5,1,0,3,10.55,2,
,,,,,2.95,85,1,29,3,1,0,3,0,0,
,,,,,10.99,85,1,29,1,1,0,3,8.04,-2,
,,,,,26.49,85,1,29,5,1,0,3,23.54,2,
,,,,,5.9,85,1,29,6,1,0,3,2.95,3,
,,,,,4.71,85,1,29,4,1,0,3,1.76,1,
,,,,,5.64,85,1,29,5,1,0,3,2.69,2,
,,,,,13.5,85,1,29,5,1,0,3,10.55,2,
,,,,,17.5,85,1,29,5,1,0,3,14.55,2,
,,,,,10.34,85,1,29,6,1,0,3,7.39,3,
,,,,,2.95,85,1,29,3,1,0,3,0,0,
,,,,,8.75,88,1,16,5,1,0,5,6.25,0,
,,,,,5,88,1,16,5,1,0,5,2.5,0,
,,,,,6,88,1,16,4,1,0,5,3.5,-1,
,,,,,7,88,1,16,6,1,0,5,4.5,1,
,,,,,23,88,1,16,4,1,0,5,20.5,-1,
,,,,,29.97,88,1,16,6,1,0,5,27.47,1,
,,,,,32.72,88,1,16,6,1,0,5,30.22,1,
,,,,,34.71,88,1,16,6,1,0,5,32.21,1,
,,,,,3.5,88,1,16,5,1,0,5,1,0,
