"first","cdindex","mktsize","N","M","p","cdid","obsweight","numlist","condition","localint","popular","basecond","pdif","conditiondif",
,,,,,21.5,301,1,11,3,0,0,4,19.55,-1,
,,,,,1.95,301,1,11,2,0,0,4,0,-2,
,,,,,20.59,301,1,11,4,0,0,4,18.64,0,
,,,,,20.51,301,1,11,6,0,0,4,18.56,2,
,,,,,13.09,301,1,11,3,0,0,4,11.14,-1,
,,,,,14,301,1,11,5,0,0,4,12.05,1,
,,,,,10,301,1,11,4,0,0,4,8.05,0,
,,,,,12.7,302,1,14,6,0,0,3,7.46,3,
,,,,,6.79,302,1,14,5,0,0,3,1.55,2,
,,,,,5.66,302,1,14,4,0,0,3,0.42,1,
,,,,,11.5,302,1,14,4,0,0,3,6.26,1,
,,,,,14,302,1,14,4,0,0,3,8.76,1,
,,,,,11.94,302,1,14,6,0,0,3,6.7,3,
,,,,,6.99,302,1,14,6,0,0,3,1.75,3,
,,,,,12.99,302,1,14,4,0,0,3,7.75,1,
,,,,,5.24,302,1,14,3,0,0,3,0,0,
,,,,,6.6,302,1,14,5,0,0,3,1.36,2,
,,,,,18,302,1,14,5,0,0,3,12.76,2,
,,,,,8.45,302,1,14,5,0,0,3,3.21,2,
,,,,,7.45,302,1,14,6,0,0,3,2.21,3,
,,,,,10.67,302,1,14,4,0,0,3,5.43,1,
,,,,,2.95,303,1,21,6,0,0,6,0,0,
,,,,,13.93,303,1,21,6,0,0,6,10.98,0,
,,,,,17.93,303,1,21,6,0,0,6,14.98,0,
,,,,,6.75,303,1,21,6,0,0,6,3.8,0,
,,,,,8.5,303,1,21,6,0,0,6,5.55,0,
,,,,,34.96,303,1,21,6,0,0,6,32.01,0,
,,,,,12.98,303,1,21,6,0,0,6,10.03,0,
,,,,,8.7,303,1,21,6,0,0,6,5.75,0,
,,,,,3.15,303,1,21,5,0,0,6,0.2,-1,
,,,,,2.99,303,1,21,3,0,0,6,0.04,-3,
,,,,,2.99,303,1,21,3,0,0,6,0.04,-3,
,,,,,14.5,303,1,21,6,0,0,6,11.55,0,
,,,,,15.71,303,1,21,3,0,0,6,12.76,-3,
,,,,,4.85,303,1,21,2,0,0,6,1.9,-4,
,,,,,18.44,303,1,21,6,0,0,6,15.49,0,
,,,,,21.36,303,1,21,6,0,0,6,18.41,0,
,,,,,18.99,303,1,21,2,0,0,6,16.04,-4,
,,,,,18.52,303,1,21,6,0,0,6,15.57,0,
,,,,,21.99,303,1,21,1,0,0,6,19.04,-5,
,,,,,5.45,303,1,21,3,0,0,6,2.5,-3,
,,,,,21.87,303,1,21,6,0,0,6,18.92,0,
,,,,,13.29,306,1,18,4,0,0,4,9.29,0,
,,,,,11.5,306,1,18,3,0,0,4,7.5,-1,
,,,,,13,306,1,18,4,0,0,4,9,0,
,,,,,6.06,306,1,18,2,0,0,4,2.06,-2,
,,,,,6.99,306,1,18,2,0,0,4,2.99,-2,
,,,,,16,306,1,18,4,0,0,4,12,0,
,,,,,17,306,1,18,4,0,0,4,13,0,
,,,,,27.5,306,1,18,5,0,0,4,23.5,1,
,,,,,4.34,306,1,18,4,0,0,4,0.34,0,
,,,,,8,306,1,18,4,0,0,4,4,0,
,,,,,11.99,306,1,18,4,0,0,4,7.99,0,
,,,,,11.99,306,1,18,4,0,0,4,7.99,0,
,,,,,4,306,1,18,4,0,0,4,0,0,
,,,,,25.75,306,1,18,5,0,0,4,21.75,1,
,,,,,37.5,306,1,18,2,0,0,4,33.5,-2,
,,,,,11.5,306,1,18,4,0,0,4,7.5,0,
,,,,,25.7,306,1,18,2,0,0,4,21.7,-2,
,,,,,7.95,306,1,18,4,0,0,4,3.95,0,
,,,,,7.8,308,1,7,3,0,0,2,0.3,1,
,,,,,17.51,308,1,7,6,0,0,2,10.01,4,
,,,,,7.5,308,1,7,2,0,0,2,0,0,
,,,,,9.75,308,1,7,4,0,0,2,2.25,2,
,,,,,7.6,308,1,7,3,0,0,2,0.1,1,
,,,,,7.69,308,1,7,4,0,0,2,0.19,2,
,,,,,11.4,308,1,7,6,0,0,2,3.9,4,
,,,,,17.34,309,1,25,6,0,0,3,15.39,3,
,,,,,1.95,309,1,25,3,0,0,3,0,0,
,,,,,14.93,309,1,25,6,0,0,3,12.98,3,
,,,,,14.93,309,1,25,6,0,0,3,12.98,3,
,,,,,2.75,309,1,25,6,0,0,3,0.8,3,
,,,,,4.99,309,1,25,4,0,0,3,3.04,1,
,,,,,7.4,309,1,25,4,0,0,3,5.45,1,
,,,,,1.95,309,1,25,3,0,0,3,0,0,
,,,,,26.09,309,1,25,6,0,0,3,24.14,3,
,,,,,13.96,309,1,25,6,0,0,3,12.01,3,
,,,,,3.15,309,1,25,3,0,0,3,1.2,0,
,,,,,5.2,309,1,25,2,0,0,3,3.25,-1,
,,,,,21.5,309,1,25,3,0,0,3,19.55,0,
,,,,,3,309,1,25,3,0,0,3,1.05,0,
,,,,,14.73,309,1,25,6,0,0,3,12.78,3,
,,,,,4.02,309,1,25,4,0,0,3,2.07,1,
,,,,,3.99,309,1,25,3,0,0,3,2.04,0,
,,,,,2.99,309,1,25,2,0,0,3,1.04,-1,
,,,,,5.35,309,1,25,4,0,0,3,3.4,1,
,,,,,13.25,309,1,25,6,0,0,3,11.3,3,
,,,,,10.49,309,1,25,4,0,0,3,8.54,1,
,,,,,7.5,309,1,25,4,0,0,3,5.55,1,
,,,,,10,309,1,25,3,0,0,3,8.05,0,
,,,,,16.67,309,1,25,6,0,0,3,14.72,3,
,,,,,16.5,309,1,25,6,0,0,3,14.55,3,
,,,,,15.22,312,1,19,6,0,0,3,13.27,3,
,,,,,1.95,312,1,19,3,0,0,3,0,0,
,,,,,1.95,312,1,19,3,0,0,3,0,0,
,,,,,2.5,312,1,19,2,0,0,3,0.55,-1,
,,,,,7.75,312,1,19,6,0,0,3,5.8,3,
,,,,,5.48,312,1,19,6,0,0,3,3.53,3,
,,,,,2.75,312,1,19,3,0,0,3,0.8,0,
,,,,,7,312,1,19,6,0,0,3,5.05,3,
,,,,,2.99,312,1,19,2,0,0,3,1.04,-1,
,,,,,3.9,312,1,19,4,0,0,3,1.95,1,
,,,,,12.55,312,1,19,6,0,0,3,10.6,3,
,,,,,7.75,312,1,19,2,0,0,3,5.8,-1,
,,,,,9.45,312,1,19,4,0,0,3,7.5,1,
,,,,,21.5,312,1,19,4,0,0,3,19.55,1,
,,,,,2.98,312,1,19,2,0,0,3,1.03,-1,
,,,,,8.5,312,1,19,5,0,0,3,6.55,2,
,,,,,8.94,312,1,19,4,0,0,3,6.99,1,
,,,,,10.96,312,1,19,6,0,0,3,9.01,3,
,,,,,6.5,312,1,19,4,0,0,3,4.55,1,
,,,,,8.25,313,1,25,4,0,0,1,3.76,3,
,,,,,4.71,313,1,25,3,0,0,1,0.22,2,
,,,,,4.49,313,1,25,1,0,0,1,0,0,
,,,,,8.24,313,1,25,1,0,0,1,3.75,0,
,,,,,5.13,313,1,25,4,0,0,1,0.64,3,
,,,,,45.49,313,1,25,2,0,0,1,41,1,
,,,,,23,313,1,25,4,0,0,1,18.51,3,
,,,,,8.24,313,1,25,2,0,0,1,3.75,1,
,,,,,11,313,1,25,4,0,0,1,6.51,3,
,,,,,9,313,1,25,4,0,0,1,4.51,3,
,,,,,27.5,313,1,25,5,0,0,1,23.01,4,
,,,,,7.49,313,1,25,5,0,0,1,3,4,
,,,,,21,313,1,25,4,0,0,1,16.51,3,
,,,,,17.25,313,1,25,5,0,0,1,12.76,4,
,,,,,11.75,313,1,25,1,0,0,1,7.26,0,
,,,,,8.45,313,1,25,5,0,0,1,3.96,4,
,,,,,19,313,1,25,4,0,0,1,14.51,3,
,,,,,6.5,313,1,25,4,0,0,1,2.01,3,
,,,,,5.5,313,1,25,4,0,0,1,1.01,3,
,,,,,14.25,313,1,25,3,0,0,1,9.76,2,
,,,,,9,313,1,25,2,0,0,1,4.51,1,
,,,,,16.5,313,1,25,5,0,0,1,12.01,4,
,,,,,10,313,1,25,4,0,0,1,5.51,3,
,,,,,10.5,313,1,25,1,0,0,1,6.01,0,
,,,,,19,313,1,25,5,0,0,1,14.51,4,
,,,,,13.84,314,1,21,3,0,0,4,5.09,-1,
,,,,,11.49,314,1,21,4,0,0,4,2.74,0,
,,,,,21.04,314,1,21,6,0,0,4,12.29,2,
,,,,,10.97,314,1,21,3,0,0,4,2.22,-1,
,,,,,9.87,314,1,21,5,0,0,4,1.12,1,
,,,,,18.64,314,1,21,6,0,0,4,9.89,2,
,,,,,9.63,314,1,21,4,0,0,4,0.88,0,
,,,,,19.8,314,1,21,6,0,0,4,11.05,2,
,,,,,18.94,314,1,21,6,0,0,4,10.19,2,
,,,,,8.75,314,1,21,4,0,0,4,0,0,
,,,,,17.02,314,1,21,6,0,0,4,8.27,2,
,,,,,20.19,314,1,21,3,0,0,4,11.44,-1,
,,,,,15.28,314,1,21,6,0,0,4,6.53,2,
,,,,,19.61,314,1,21,3,0,0,4,10.86,-1,
,,,,,42.17,314,1,21,6,0,0,4,33.42,2,
,,,,,20,314,1,21,1,0,0,4,11.25,-3,
,,,,,31.98,314,1,21,3,0,0,4,23.23,-1,
,,,,,21.86,314,1,21,6,0,0,4,13.11,2,
,,,,,17.16,314,1,21,6,0,0,4,8.41,2,
,,,,,27.1,314,1,21,6,0,0,4,18.35,2,
,,,,,14.76,314,1,21,6,0,0,4,6.01,2,
,,,,,47.08,318,1,2,6,0,0,4,2.96,2,
,,,,,44.12,318,1,2,4,0,0,4,0,0,
,,,,,35,320,1,4,5,0,0,3,31.92,2,
,,,,,6.98,320,1,4,3,0,0,3,3.9,0,
,,,,,7.54,320,1,4,6,0,0,3,4.46,3,
,,,,,3.08,320,1,4,3,0,0,3,0,0,
,,,,,17.75,322,1,7,4,0,0,3,15.54,1,
,,,,,5.42,322,1,7,4,0,0,3,3.21,1,
,,,,,2.21,322,1,7,3,0,0,3,0,0,
,,,,,11,322,1,7,5,0,0,3,8.79,2,
,,,,,12.38,322,1,7,4,0,0,3,10.17,1,
,,,,,15.93,322,1,7,6,0,0,3,13.72,3,
,,,,,16,322,1,7,5,0,0,3,13.79,2,
,,,,,6.5,325,1,19,3,0,0,4,1.25,-1,
,,,,,10.45,325,1,19,5,0,0,4,5.2,1,
,,,,,7,325,1,19,5,0,0,4,1.75,1,
,,,,,9.45,325,1,19,3,0,0,4,4.2,-1,
,,,,,12.75,325,1,19,3,0,0,4,7.5,-1,
,,,,,12.27,325,1,19,4,0,0,4,7.02,0,
,,,,,9.16,325,1,19,5,0,0,4,3.91,1,
,,,,,6.6,325,1,19,4,0,0,4,1.35,0,
,,,,,9,325,1,19,4,0,0,4,3.75,0,
,,,,,6.75,325,1,19,4,0,0,4,1.5,0,
,,,,,5.25,325,1,19,4,0,0,4,0,0,
,,,,,17.5,325,1,19,5,0,0,4,12.25,1,
,,,,,14.45,325,1,19,4,0,0,4,9.2,0,
,,,,,11.5,325,1,19,4,0,0,4,6.25,0,
,,,,,27.9,325,1,19,5,0,0,4,22.65,1,
,,,,,6.95,325,1,19,1,0,0,4,1.7,-3,
,,,,,7.45,325,1,19,5,0,0,4,2.2,1,
,,,,,6.5,325,1,19,4,0,0,4,1.25,0,
,,,,,6.5,325,1,19,4,0,0,4,1.25,0,
,,,,,2,326,1,21,6,0,0,6,0,0,
,,,,,4,326,1,21,5,0,0,6,2,-1,
,,,,,16.88,326,1,21,6,0,0,6,14.88,0,
,,,,,8.44,326,1,21,1,0,0,6,6.44,-5,
,,,,,19.5,326,1,21,5,0,0,6,17.5,-1,
,,,,,6.81,326,1,21,6,0,0,6,4.81,0,
,,,,,23.9,326,1,21,5,0,0,6,21.9,-1,
,,,,,9.99,326,1,21,4,0,0,6,7.99,-2,
,,,,,2.97,326,1,21,5,0,0,6,0.97,-1,
,,,,,2.44,326,1,21,3,0,0,6,0.44,-3,
,,,,,5.98,326,1,21,1,0,0,6,3.98,-5,
,,,,,7.5,326,1,21,4,0,0,6,5.5,-2,
,,,,,18.99,326,1,21,6,0,0,6,16.99,0,
,,,,,4.95,326,1,21,4,0,0,6,2.95,-2,
,,,,,3,326,1,21,2,0,0,6,1,-4,
,,,,,18.5,326,1,21,4,0,0,6,16.5,-2,
,,,,,16,326,1,21,5,0,0,6,14,-1,
,,,,,5.65,326,1,21,6,0,0,6,3.65,0,
,,,,,20.5,326,1,21,6,0,0,6,18.5,0,
,,,,,14,326,1,21,5,0,0,6,12,-1,
,,,,,21.25,326,1,21,5,0,0,6,19.25,-1,
,,,,,2.95,327,1,14,4,0,0,4,0,0,
,,,,,5.74,327,1,14,1,0,0,4,2.79,-3,
,,,,,3.5,327,1,14,5,0,0,4,0.55,1,
,,,,,4.89,327,1,14,3,0,0,4,1.94,-1,
,,,,,2.99,327,1,14,5,0,0,4,0.04,1,
,,,,,26.99,327,1,14,5,0,0,4,24.04,1,
,,,,,4.93,327,1,14,4,0,0,4,1.98,0,
,,,,,35.9,327,1,14,6,0,0,4,32.95,2,
,,,,,4.7,327,1,14,4,0,0,4,1.75,0,
,,,,,7.85,327,1,14,3,0,0,4,4.9,-1,
,,,,,7.47,327,1,14,4,0,0,4,4.52,0,
,,,,,7,327,1,14,4,0,0,4,4.05,0,
,,,,,11.75,327,1,14,5,0,0,4,8.8,1,
,,,,,5.6,327,1,14,1,0,0,4,2.65,-3,
,,,,,10,328,1,15,3,0,0,3,6,0,
,,,,,41,328,1,15,2,0,0,3,37,-1,
,,,,,14.45,328,1,15,4,0,0,3,10.45,1,
,,,,,9.25,328,1,15,4,0,0,3,5.25,1,
,,,,,22,328,1,15,5,0,0,3,18,2,
,,,,,4.75,328,1,15,3,0,0,3,0.75,0,
,,,,,20.5,328,1,15,5,0,0,3,16.5,2,
,,,,,12.5,328,1,15,3,0,0,3,8.5,0,
,,,,,6.5,328,1,15,4,0,0,3,2.5,1,
,,,,,9.95,328,1,15,4,0,0,3,5.95,1,
,,,,,4,328,1,15,3,0,0,3,0,0,
,,,,,14.95,328,1,15,4,0,0,3,10.95,1,
,,,,,10,328,1,15,4,0,0,3,6,1,
,,,,,6.49,328,1,15,6,0,0,3,2.49,3,
,,,,,11.25,328,1,15,4,0,0,3,7.25,1,
,,,,,7.49,329,1,9,1,0,0,4,4.99,-3,
,,,,,16.75,329,1,9,4,0,0,4,14.25,0,
,,,,,19.45,329,1,9,4,0,0,4,16.95,0,
,,,,,2.5,329,1,9,4,0,0,4,0,0,
,,,,,16.5,329,1,9,5,0,0,4,14,1,
,,,,,9,329,1,9,3,0,0,4,6.5,-1,
,,,,,9,329,1,9,4,0,0,4,6.5,0,
,,,,,16,329,1,9,4,0,0,4,13.5,0,
,,,,,9,329,1,9,3,0,0,4,6.5,-1,
,,,,,24.45,331,1,14,6,0,0,3,8.98,3,
,,,,,28,331,1,14,1,0,0,3,12.53,-2,
,,,,,15.47,331,1,14,3,0,0,3,0,0,
,,,,,19.44,331,1,14,1,0,0,3,3.97,-2,
,,,,,28.6,331,1,14,6,0,0,3,13.13,3,
,,,,,26.94,331,1,14,6,0,0,3,11.47,3,
,,,,,19.07,331,1,14,6,0,0,3,3.6,3,
,,,,,38.16,331,1,14,6,0,0,3,22.69,3,
,,,,,27.86,331,1,14,6,0,0,3,12.39,3,
,,,,,23.98,331,1,14,6,0,0,3,8.51,3,
,,,,,30.62,331,1,14,6,0,0,3,15.15,3,
,,,,,23.68,331,1,14,6,0,0,3,8.21,3,
,,,,,32.44,331,1,14,6,0,0,3,16.97,3,
,,,,,32.44,331,1,14,6,0,0,3,16.97,3,
,,,,,8,332,1,31,6,0,0,3,5.05,3,
,,,,,20.61,332,1,31,6,0,0,3,17.66,3,
,,,,,22.98,332,1,31,6,0,0,3,20.03,3,
,,,,,2.99,332,1,31,2,0,0,3,0.04,-1,
,,,,,24.25,332,1,31,6,0,0,3,21.3,3,
,,,,,3.5,332,1,31,5,0,0,3,0.55,2,
,,,,,4.5,332,1,31,5,0,0,3,1.55,2,
,,,,,2.99,332,1,31,3,0,0,3,0.04,0,
,,,,,2.95,332,1,31,3,0,0,3,0,0,
,,,,,2.95,332,1,31,3,0,0,3,0,0,
,,,,,10.49,332,1,31,4,0,0,3,7.54,1,
,,,,,20.61,332,1,31,6,0,0,3,17.66,3,
,,,,,13.98,332,1,31,6,0,0,3,11.03,3,
,,,,,18.61,332,1,31,6,0,0,3,15.66,3,
,,,,,12.44,332,1,31,1,0,0,3,9.49,-2,
,,,,,6.49,332,1,31,3,0,0,3,3.54,0,
,,,,,17.7,332,1,31,4,0,0,3,14.75,1,
,,,,,41.76,332,1,31,6,0,0,3,38.81,3,
,,,,,5,332,1,31,6,0,0,3,2.05,3,
,,,,,11.51,332,1,31,6,0,0,3,8.56,3,
,,,,,14.5,332,1,31,3,0,0,3,11.55,0,
,,,,,11.51,332,1,31,6,0,0,3,8.56,3,
,,,,,20.83,332,1,31,6,0,0,3,17.88,3,
,,,,,5.48,332,1,31,5,0,0,3,2.53,2,
,,,,,8.25,332,1,31,6,0,0,3,5.3,3,
,,,,,11.48,332,1,31,5,0,0,3,8.53,2,
,,,,,11.48,332,1,31,5,0,0,3,8.53,2,
,,,,,10.75,332,1,31,5,0,0,3,7.8,2,
,,,,,14.74,332,1,31,4,0,0,3,11.79,1,
,,,,,24,332,1,31,1,0,0,3,21.05,-2,
,,,,,15,332,1,31,3,0,0,3,12.05,0,
,,,,,16.99,334,1,9,6,0,0,6,11.55,0,
,,,,,5.44,334,1,9,6,0,0,6,0,0,
,,,,,13.74,334,1,9,4,0,0,6,8.3,-2,
,,,,,6.98,334,1,9,5,0,0,6,1.54,-1,
,,,,,11.05,334,1,9,5,0,0,6,5.61,-1,
,,,,,45.5,334,1,9,5,0,0,6,40.06,-1,
,,,,,11.5,334,1,9,6,0,0,6,6.06,0,
,,,,,11.89,334,1,9,5,0,0,6,6.45,-1,
,,,,,10.5,334,1,9,5,0,0,6,5.06,-1,
,,,,,1.89,339,1,10,3,0,0,3,0,0,
,,,,,26.48,339,1,10,6,0,0,3,24.59,3,
,,,,,2.95,339,1,10,4,0,0,3,1.06,1,
,,,,,2.95,339,1,10,3,0,0,3,1.06,0,
,,,,,21.5,339,1,10,3,0,0,3,19.61,0,
,,,,,2.95,339,1,10,3,0,0,3,1.06,0,
,,,,,2.95,339,1,10,3,0,0,3,1.06,0,
,,,,,45.96,339,1,10,6,0,0,3,44.07,3,
,,,,,22.22,339,1,10,4,0,0,3,20.33,1,
,,,,,4.02,339,1,10,5,0,0,3,2.13,2,
,,,,,11.99,341,1,4,3,0,0,3,0.7,0,
,,,,,11.29,341,1,4,3,0,0,3,0,0,
,,,,,37.5,341,1,4,4,0,0,3,26.21,1,
,,,,,39.5,341,1,4,4,0,0,3,28.21,1,
,,,,,18.49,342,1,10,3,0,0,5,0.49,-2,
,,,,,23.5,342,1,10,6,0,0,5,5.5,1,
,,,,,18,342,1,10,5,0,0,5,0,0,
,,,,,29.42,342,1,10,3,0,0,5,11.42,-2,
,,,,,19,342,1,10,5,0,0,5,1,0,
,,,,,18,342,1,10,5,0,0,5,0,0,
,,,,,21.95,342,1,10,4,0,0,5,3.95,-1,
,,,,,28,342,1,10,4,0,0,5,10,-1,
,,,,,34.4,342,1,10,1,0,0,5,16.4,-4,
,,,,,21.99,342,1,10,5,0,0,5,3.99,0,
,,,,,13,343,1,13,5,0,0,5,0,0,
,,,,,20.77,343,1,13,6,0,0,5,7.77,1,
,,,,,24.54,343,1,13,6,0,0,5,11.54,1,
,,,,,21.58,343,1,13,6,0,0,5,8.58,1,
,,,,,29.44,343,1,13,6,0,0,5,16.44,1,
,,,,,28.68,343,1,13,6,0,0,5,15.68,1,
,,,,,21.93,343,1,13,6,0,0,5,8.93,1,
,,,,,24.95,343,1,13,6,0,0,5,11.95,1,
,,,,,29.44,343,1,13,6,0,0,5,16.44,1,
,,,,,28.83,343,1,13,6,0,0,5,15.83,1,
,,,,,25.96,343,1,13,6,0,0,5,12.96,1,
,,,,,15.97,343,1,13,3,0,0,5,2.97,-2,
,,,,,15.44,343,1,13,3,0,0,5,2.44,-2,
,,,,,25.81,344,1,11,6,0,0,6,0,0,
,,,,,41.37,344,1,11,6,0,0,6,15.56,0,
,,,,,30.21,344,1,11,6,0,0,6,4.4,0,
,,,,,29.34,344,1,11,6,0,0,6,3.53,0,
,,,,,39.38,344,1,11,6,0,0,6,13.57,0,
,,,,,26.42,344,1,11,6,0,0,6,0.61,0,
,,,,,26.02,344,1,11,6,0,0,6,0.21,0,
,,,,,31.24,344,1,11,6,0,0,6,5.43,0,
,,,,,35.44,344,1,11,6,0,0,6,9.63,0,
,,,,,33.49,344,1,11,6,0,0,6,7.68,0,
,,,,,26.42,344,1,11,6,0,0,6,0.61,0,
,,,,,29,345,1,15,5,0,0,2,20.7,3,
,,,,,20.4,345,1,15,5,0,0,2,12.1,3,
,,,,,18.25,345,1,15,3,0,0,2,9.95,1,
,,,,,11.7,345,1,15,2,0,0,2,3.4,0,
,,,,,28,345,1,15,4,0,0,2,19.7,2,
,,,,,26,345,1,15,4,0,0,2,17.7,2,
,,,,,29.25,345,1,15,4,0,0,2,20.95,2,
,,,,,18.25,345,1,15,3,0,0,2,9.95,1,
,,,,,28,345,1,15,5,0,0,2,19.7,3,
,,,,,8.3,345,1,15,2,0,0,2,0,0,
,,,,,33.5,345,1,15,4,0,0,2,25.2,2,
,,,,,27,345,1,15,4,0,0,2,18.7,2,
,,,,,22,345,1,15,4,0,0,2,13.7,2,
,,,,,37.5,345,1,15,1,0,0,2,29.2,-1,
,,,,,25,345,1,15,5,0,0,2,16.7,3,
,,,,,16.25,347,1,15,3,0,0,3,5,0,
,,,,,27.88,347,1,15,4,0,0,3,16.63,1,
,,,,,25,347,1,15,4,0,0,3,13.75,1,
,,,,,11.5,347,1,15,3,0,0,3,0.25,0,
,,,,,15.94,347,1,15,4,0,0,3,4.69,1,
,,,,,12.5,347,1,15,4,0,0,3,1.25,1,
,,,,,16.95,347,1,15,4,0,0,3,5.7,1,
,,,,,22,347,1,15,4,0,0,3,10.75,1,
,,,,,14.94,347,1,15,5,0,0,3,3.69,2,
,,,,,12,347,1,15,3,0,0,3,0.75,0,
,,,,,32.5,347,1,15,4,0,0,3,21.25,1,
,,,,,20.93,347,1,15,4,0,0,3,9.68,1,
,,,,,15.9,347,1,15,5,0,0,3,4.65,2,
,,,,,37,347,1,15,5,0,0,3,25.75,2,
,,,,,11.25,347,1,15,3,0,0,3,0,0,
,,,,,11,349,1,17,3,0,0,5,7.5,-2,
,,,,,5.99,349,1,17,2,0,0,5,2.49,-3,
,,,,,5.74,349,1,17,1,0,0,5,2.24,-4,
,,,,,9.5,349,1,17,4,0,0,5,6,-1,
,,,,,6.45,349,1,17,5,0,0,5,2.95,0,
,,,,,3.5,349,1,17,5,0,0,5,0,0,
,,,,,5.22,349,1,17,3,0,0,5,1.72,-2,
,,,,,17,349,1,17,4,0,0,5,13.5,-1,
,,,,,12,349,1,17,4,0,0,5,8.5,-1,
,,,,,11,349,1,17,3,0,0,5,7.5,-2,
,,,,,6.5,349,1,17,4,0,0,5,3,-1,
,,,,,16,349,1,17,3,0,0,5,12.5,-2,
,,,,,23,349,1,17,5,0,0,5,19.5,0,
,,,,,20.5,349,1,17,4,0,0,5,17,-1,
,,,,,7.5,349,1,17,4,0,0,5,4,-1,
,,,,,23,349,1,17,5,0,0,5,19.5,0,
,,,,,28,349,1,17,5,0,0,5,24.5,0,
,,,,,9.75,351,1,18,5,0,0,4,6.76,1,
,,,,,4.71,351,1,18,3,0,0,4,1.72,-1,
,,,,,16.5,351,1,18,5,0,0,4,13.51,1,
,,,,,7.75,351,1,18,4,0,0,4,4.76,0,
,,,,,7.88,351,1,18,4,0,0,4,4.89,0,
,,,,,5.99,351,1,18,4,0,0,4,3,0,
,,,,,6.24,351,1,18,1,0,0,4,3.25,-3,
,,,,,2.99,351,1,18,4,0,0,4,0,0,
,,,,,12,351,1,18,5,0,0,4,9.01,1,
,,,,,6.25,351,1,18,3,0,0,4,3.26,-1,
,,,,,4.93,351,1,18,1,0,0,4,1.94,-3,
,,,,,5,351,1,18,3,0,0,4,2.01,-1,
,,,,,14.5,351,1,18,5,0,0,4,11.51,1,
,,,,,5.75,351,1,18,4,0,0,4,2.76,0,
,,,,,13.5,351,1,18,4,0,0,4,10.51,0,
,,,,,26.5,351,1,18,5,0,0,4,23.51,1,
,,,,,20.5,351,1,18,5,0,0,4,17.51,1,
,,,,,13.5,351,1,18,5,0,0,4,10.51,1,
,,,,,2.37,352,1,10,3,0,0,3,0,0,
,,,,,7.5,352,1,10,4,0,0,3,5.13,1,
,,,,,26.48,352,1,10,6,0,0,3,24.11,3,
,,,,,14.9,352,1,10,6,0,0,3,12.53,3,
,,,,,11.5,352,1,10,5,0,0,3,9.13,2,
,,,,,42.5,352,1,10,5,0,0,3,40.13,2,
,,,,,21,352,1,10,4,0,0,3,18.63,1,
,,,,,11.5,352,1,10,5,0,0,3,9.13,2,
,,,,,26.5,352,1,10,4,0,0,3,24.13,1,
,,,,,12,352,1,10,6,0,0,3,9.63,3,
,,,,,45,359,1,21,4,0,0,4,34.01,0,
,,,,,26.22,359,1,21,3,0,0,4,15.23,-1,
,,,,,10.99,359,1,21,4,0,0,4,0,0,
,,,,,47,359,1,21,5,0,0,4,36.01,1,
,,,,,12.03,359,1,21,3,0,0,4,1.04,-1,
,,,,,26.5,359,1,21,5,0,0,4,15.51,1,
,,,,,30.95,359,1,21,3,0,0,4,19.96,-1,
,,,,,29.44,359,1,21,4,0,0,4,18.45,0,
,,,,,12.09,359,1,21,1,0,0,4,1.1,-3,
,,,,,12.09,359,1,21,1,0,0,4,1.1,-3,
,,,,,16.99,359,1,21,3,0,0,4,6,-1,
,,,,,26,359,1,21,4,0,0,4,15.01,0,
,,,,,14.5,359,1,21,3,0,0,4,3.51,-1,
,,,,,47,359,1,21,4,0,0,4,36.01,0,
,,,,,31.75,359,1,21,5,0,0,4,20.76,1,
,,,,,37.25,359,1,21,4,0,0,4,26.26,0,
,,,,,29.5,359,1,21,4,0,0,4,18.51,0,
,,,,,21.5,359,1,21,5,0,0,4,10.51,1,
,,,,,37.77,359,1,21,4,0,0,4,26.78,0,
,,,,,32,359,1,21,4,0,0,4,21.01,0,
,,,,,19,359,1,21,4,0,0,4,8.01,0,
,,,,,1.89,361,1,23,2,0,0,2,0,0,
,,,,,3.84,361,1,23,5,0,0,2,1.95,3,
,,,,,8.25,361,1,23,4,0,0,2,6.36,2,
,,,,,2.99,361,1,23,3,0,0,2,1.1,1,
,,,,,4.71,361,1,23,3,0,0,2,2.82,1,
,,,,,2.75,361,1,23,4,0,0,2,0.86,2,
,,,,,16.5,361,1,23,5,0,0,2,14.61,3,
,,,,,4.98,361,1,23,4,0,0,2,3.09,2,
,,,,,11,361,1,23,5,0,0,2,9.11,3,
,,,,,21.95,361,1,23,5,0,0,2,20.06,3,
,,,,,10.5,361,1,23,4,0,0,2,8.61,2,
,,,,,26.5,361,1,23,5,0,0,2,24.61,3,
,,,,,18.5,361,1,23,4,0,0,2,16.61,2,
,,,,,5.99,361,1,23,4,0,0,2,4.1,2,
,,,,,38.75,361,1,23,5,0,0,2,36.86,3,
,,,,,7.85,361,1,23,5,0,0,2,5.96,3,
,,,,,5.84,361,1,23,3,0,0,2,3.95,1,
,,,,,4.5,361,1,23,5,0,0,2,2.61,3,
,,,,,8.86,361,1,23,1,0,0,2,6.97,-1,
,,,,,9.49,361,1,23,1,0,0,2,7.6,-1,
,,,,,7.95,361,1,23,5,0,0,2,6.06,3,
,,,,,13.02,361,1,23,4,0,0,2,11.13,2,
,,,,,10.5,361,1,23,4,0,0,2,8.61,2,
,,,,,11,364,1,21,5,0,0,6,5.83,-1,
